FlightDate,Airline,Origin,Dest,Cancelled,Diverted,CRSDepTime,DepTime,DepDelayMinutes,DepDelay,ArrTime,ArrDelayMinutes,AirTime,CRSElapsedTime,ActualElapsedTime,Distance,Year,Quarter,Month,DayofMonth,DayOfWeek,Marketing_Airline_Network,Operated_or_Branded_Code_Share_Partners,DOT_ID_Marketing_Airline,IATA_Code_Marketing_Airline,Flight_Number_Marketing_Airline,Operating_Airline,DOT_ID_Operating_Airline,IATA_Code_Operating_Airline,Tail_Number,Flight_Number_Operating_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,DestCityName,DestState,DestStateFips,DestStateName,DestWac,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrDelay,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,DistanceGroup,DivAirportLandings
2018-01-19,Endeavor Air Inc.,ATL,EWN,false,false,1951,1945.0,0.0,-6.0,2118.0,0.0,65.0,89.0,93.0,433.0,2018,1,1,19,5,DL,DL_CODESHARE,19790,DL,3307,9E,20363,9E,N8888D,3307,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,11617,1161708,31617,"New Bern/Morehead/Beaufort, NC",NC,37,North Carolina,36,0.0,-1.0,1900-1959,24.0,2009.0,2114.0,4.0,2120,-2.0,0.0,-1.0,2100-2159,2,0.0
2018-01-20,Endeavor Air Inc.,ATL,EWN,false,false,1951,1950.0,0.0,-1.0,2120.0,2.0,62.0,87.0,90.0,433.0,2018,1,1,20,6,DL,DL_CODESHARE,19790,DL,3307,9E,20363,9E,N800AY,3307,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,11617,1161708,31617,"New Bern/Morehead/Beaufort, NC",NC,37,North Carolina,36,0.0,-1.0,1900-1959,24.0,2014.0,2116.0,4.0,2118,2.0,0.0,0.0,2100-2159,2,0.0
2018-01-21,Endeavor Air Inc.,ATL,EWN,false,false,1951,1945.0,0.0,-6.0,2111.0,0.0,61.0,89.0,86.0,433.0,2018,1,1,21,7,DL,DL_CODESHARE,19790,DL,3307,9E,20363,9E,N8946A,3307,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,11617,1161708,31617,"New Bern/Morehead/Beaufort, NC",NC,37,North Carolina,36,0.0,-1.0,1900-1959,24.0,2009.0,2110.0,1.0,2120,-9.0,0.0,-1.0,2100-2159,2,0.0
2018-01-22,Endeavor Air Inc.,ATL,EWN,false,false,1951,2023.0,32.0,32.0,2154.0,34.0,63.0,89.0,91.0,433.0,2018,1,1,22,1,DL,DL_CODESHARE,19790,DL,3307,9E,20363,9E,N819AY,3307,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,11617,1161708,31617,"New Bern/Morehead/Beaufort, NC",NC,37,North Carolina,36,1.0,2.0,1900-1959,22.0,2045.0,2148.0,6.0,2120,34.0,1.0,2.0,2100-2159,2,0.0
2018-01-23,Endeavor Air Inc.,ATL,EWN,false,false,1951,1948.0,0.0,-3.0,2112.0,0.0,58.0,89.0,84.0,433.0,2018,1,1,23,2,DL,DL_CODESHARE,19790,DL,3307,9E,20363,9E,N8721B,3307,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,11617,1161708,31617,"New Bern/Morehead/Beaufort, NC",NC,37,North Carolina,36,0.0,-1.0,1900-1959,21.0,2009.0,2107.0,5.0,2120,-8.0,0.0,-1.0,2100-2159,2,0.0
2018-01-24,Endeavor Air Inc.,ATL,EWN,false,false,1951,1946.0,0.0,-5.0,2106.0,0.0,56.0,89.0,80.0,433.0,2018,1,1,24,3,DL,DL_CODESHARE,19790,DL,3307,9E,20363,9E,N8836A,3307,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,11617,1161708,31617,"New Bern/Morehead/Beaufort, NC",NC,37,North Carolina,36,0.0,-1.0,1900-1959,21.0,2007.0,2103.0,3.0,2120,-14.0,0.0,-1.0,2100-2159,2,0.0
2018-01-25,Endeavor Air Inc.,ATL,EWN,false,false,1951,1945.0,0.0,-6.0,2107.0,0.0,60.0,89.0,82.0,433.0,2018,1,1,25,4,DL,DL_CODESHARE,19790,DL,3307,9E,20363,9E,N8883E,3307,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,11617,1161708,31617,"New Bern/Morehead/Beaufort, NC",NC,37,North Carolina,36,0.0,-1.0,1900-1959,19.0,2004.0,2104.0,3.0,2120,-13.0,0.0,-1.0,2100-2159,2,0.0
2018-01-26,Endeavor Air Inc.,ATL,EWN,false,false,1951,1947.0,0.0,-4.0,2107.0,0.0,59.0,89.0,80.0,433.0,2018,1,1,26,5,DL,DL_CODESHARE,19790,DL,3307,9E,20363,9E,N801AY,3307,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,11617,1161708,31617,"New Bern/Morehead/Beaufort, NC",NC,37,North Carolina,36,0.0,-1.0,1900-1959,18.0,2005.0,2104.0,3.0,2120,-13.0,0.0,-1.0,2100-2159,2,0.0
2018-01-27,Endeavor Air Inc.,ATL,EWN,false,false,1951,1945.0,0.0,-6.0,2059.0,0.0,56.0,87.0,74.0,433.0,2018,1,1,27,6,DL,DL_CODESHARE,19790,DL,3307,9E,20363,9E,N835AY,3307,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,11617,1161708,31617,"New Bern/Morehead/Beaufort, NC",NC,37,North Carolina,36,0.0,-1.0,1900-1959,16.0,2001.0,2057.0,2.0,2118,-19.0,0.0,-2.0,2100-2159,2,0.0
2018-01-28,Endeavor Air Inc.,ATL,EWN,false,false,1951,551.0,600.0,600.0,709.0,589.0,59.0,89.0,78.0,433.0,2018,1,1,28,7,DL,DL_CODESHARE,19790,DL,3307,9E,20363,9E,N8688C,3307,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,11617,1161708,31617,"New Bern/Morehead/Beaufort, NC",NC,37,North Carolina,36,1.0,12.0,1900-1959,17.0,608.0,707.0,2.0,2120,589.0,1.0,12.0,2100-2159,2,0.0
2018-01-29,Endeavor Air Inc.,ATL,EWN,false,false,1951,1947.0,0.0,-4.0,2117.0,0.0,58.0,89.0,90.0,433.0,2018,1,1,29,1,DL,DL_CODESHARE,19790,DL,3307,9E,20363,9E,N8980A,3307,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,11617,1161708,31617,"New Bern/Morehead/Beaufort, NC",NC,37,North Carolina,36,0.0,-1.0,1900-1959,28.0,2015.0,2113.0,4.0,2120,-3.0,0.0,-1.0,2100-2159,2,0.0
2018-01-30,Endeavor Air Inc.,ATL,EWN,false,false,1951,1946.0,0.0,-5.0,2113.0,0.0,59.0,89.0,87.0,433.0,2018,1,1,30,2,DL,DL_CODESHARE,19790,DL,3307,9E,20363,9E,N800AY,3307,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,11617,1161708,31617,"New Bern/Morehead/Beaufort, NC",NC,37,North Carolina,36,0.0,-1.0,1900-1959,27.0,2013.0,2112.0,1.0,2120,-7.0,0.0,-1.0,2100-2159,2,0.0
2018-01-31,Endeavor Air Inc.,ATL,EWN,false,false,1951,1946.0,0.0,-5.0,2107.0,0.0,59.0,89.0,81.0,433.0,2018,1,1,31,3,DL,DL_CODESHARE,19790,DL,3307,9E,20363,9E,N8847A,3307,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,11617,1161708,31617,"New Bern/Morehead/Beaufort, NC",NC,37,North Carolina,36,0.0,-1.0,1900-1959,18.0,2004.0,2103.0,4.0,2120,-13.0,0.0,-1.0,2100-2159,2,0.0
2018-01-02,Endeavor Air Inc.,DTW,DFW,false,false,1540,1547.0,7.0,7.0,1740.0,0.0,140.0,202.0,173.0,986.0,2018,1,1,2,2,DL,DL_CODESHARE,19790,DL,3307,9E,20363,9E,N931XJ,3307,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,0.0,0.0,1500-1559,19.0,1606.0,1726.0,14.0,1802,-22.0,0.0,-2.0,1800-1859,4,0.0
2018-01-01,Endeavor Air Inc.,DTW,RIC,false,false,820,904.0,44.0,44.0,1042.0,29.0,70.0,113.0,98.0,456.0,2018,1,1,1,1,DL,DL_CODESHARE,19790,DL,3307,9E,20363,9E,N8839E,3307,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,14524,1452401,34524,"Richmond, VA",VA,51,Virginia,38,1.0,2.0,0800-0859,20.0,924.0,1034.0,8.0,1013,29.0,1.0,1.0,1000-1059,2,0.0
2018-01-08,Endeavor Air Inc.,EVV,DTW,false,false,1035,1027.0,0.0,-8.0,1302.0,4.0,61.0,83.0,95.0,363.0,2018,1,1,8,1,DL,DL_CODESHARE,19790,DL,3308,9E,20363,9E,N8972E,3308,11612,1161206,31612,"Evansville, IN",IN,18,Indiana,42,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,0.0,-1.0,1000-1059,19.0,1046.0,1247.0,15.0,1258,4.0,0.0,0.0,1200-1259,2,0.0
2018-01-09,Endeavor Air Inc.,EVV,DTW,false,false,1035,1027.0,0.0,-8.0,1251.0,0.0,57.0,83.0,84.0,363.0,2018,1,1,9,2,DL,DL_CODESHARE,19790,DL,3308,9E,20363,9E,N8886A,3308,11612,1161206,31612,"Evansville, IN",IN,18,Indiana,42,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,0.0,-1.0,1000-1059,12.0,1039.0,1236.0,15.0,1258,-7.0,0.0,-1.0,1200-1259,2,0.0
2018-01-10,Endeavor Air Inc.,EVV,DTW,false,false,1035,1026.0,0.0,-9.0,1252.0,0.0,61.0,83.0,86.0,363.0,2018,1,1,10,3,DL,DL_CODESHARE,19790,DL,3308,9E,20363,9E,N8891A,3308,11612,1161206,31612,"Evansville, IN",IN,18,Indiana,42,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,0.0,-1.0,1000-1059,16.0,1042.0,1243.0,9.0,1258,-6.0,0.0,-1.0,1200-1259,2,0.0
2018-01-11,Endeavor Air Inc.,EVV,DTW,false,false,1035,1023.0,0.0,-12.0,1237.0,0.0,52.0,83.0,74.0,363.0,2018,1,1,11,4,DL,DL_CODESHARE,19790,DL,3308,9E,20363,9E,N980EV,3308,11612,1161206,31612,"Evansville, IN",IN,18,Indiana,42,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,0.0,-1.0,1000-1059,14.0,1037.0,1229.0,8.0,1258,-21.0,0.0,-2.0,1200-1259,2,0.0
2018-01-12,Endeavor Air Inc.,EVV,DTW,true,false,1035,,,,,,,83.0,,363.0,2018,1,1,12,5,DL,DL_CODESHARE,19790,DL,3308,9E,20363,9E,N8928A,3308,11612,1161206,31612,"Evansville, IN",IN,18,Indiana,42,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,,,1000-1059,,,,,1258,,,,1200-1259,2,0.0
2018-01-15,Endeavor Air Inc.,EVV,DTW,false,false,1035,1033.0,0.0,-2.0,1405.0,67.0,57.0,83.0,152.0,363.0,2018,1,1,15,1,DL,DL_CODESHARE,19790,DL,3308,9E,20363,9E,N836AY,3308,11612,1161206,31612,"Evansville, IN",IN,18,Indiana,42,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,0.0,-1.0,1000-1059,86.0,1159.0,1356.0,9.0,1258,67.0,1.0,4.0,1200-1259,2,0.0
2018-01-16,Endeavor Air Inc.,EVV,DTW,false,false,1035,1030.0,0.0,-5.0,1246.0,0.0,54.0,83.0,76.0,363.0,2018,1,1,16,2,DL,DL_CODESHARE,19790,DL,3308,9E,20363,9E,N8775A,3308,11612,1161206,31612,"Evansville, IN",IN,18,Indiana,42,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,0.0,-1.0,1000-1059,13.0,1043.0,1237.0,9.0,1258,-12.0,0.0,-1.0,1200-1259,2,0.0
2018-01-17,Endeavor Air Inc.,EVV,DTW,false,false,1035,1030.0,0.0,-5.0,1258.0,,65.0,83.0,88.0,363.0,2018,1,1,17,3,DL,DL_CODESHARE,19790,DL,3308,9E,20363,9E,N8974C,3308,11612,1161206,31612,"Evansville, IN",IN,18,Indiana,42,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,0.0,-1.0,1000-1059,18.0,1048.0,1253.0,5.0,1258,,,,1200-1259,2,0.0
2018-01-18,Endeavor Air Inc.,EVV,DTW,false,false,1035,1205.0,90.0,90.0,1422.0,84.0,57.0,83.0,77.0,363.0,2018,1,1,18,4,DL,DL_CODESHARE,19790,DL,3308,9E,20363,9E,N980EV,3308,11612,1161206,31612,"Evansville, IN",IN,18,Indiana,42,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,1.0,6.0,1000-1059,12.0,1217.0,1414.0,8.0,1258,84.0,1.0,5.0,1200-1259,2,0.0
2018-01-19,Endeavor Air Inc.,EVV,DTW,false,false,1035,1027.0,0.0,-8.0,1246.0,0.0,58.0,83.0,79.0,363.0,2018,1,1,19,5,DL,DL_CODESHARE,19790,DL,3308,9E,20363,9E,N832AY,3308,11612,1161206,31612,"Evansville, IN",IN,18,Indiana,42,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,0.0,-1.0,1000-1059,15.0,1042.0,1240.0,6.0,1258,-12.0,0.0,-1.0,1200-1259,2,0.0
2018-01-22,Endeavor Air Inc.,EVV,DTW,false,false,1035,1020.0,0.0,-15.0,1241.0,0.0,54.0,83.0,81.0,363.0,2018,1,1,22,1,DL,DL_CODESHARE,19790,DL,3308,9E,20363,9E,N8946A,3308,11612,1161206,31612,"Evansville, IN",IN,18,Indiana,42,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,0.0,-1.0,1000-1059,16.0,1036.0,1230.0,11.0,1258,-17.0,0.0,-2.0,1200-1259,2,0.0
2018-01-23,Endeavor Air Inc.,EVV,DTW,false,false,1035,1021.0,0.0,-14.0,1242.0,0.0,63.0,83.0,81.0,363.0,2018,1,1,23,2,DL,DL_CODESHARE,19790,DL,3308,9E,20363,9E,N8972E,3308,11612,1161206,31612,"Evansville, IN",IN,18,Indiana,42,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,0.0,-1.0,1000-1059,10.0,1031.0,1234.0,8.0,1258,-16.0,0.0,-2.0,1200-1259,2,0.0
2018-01-24,Endeavor Air Inc.,EVV,DTW,false,false,1035,1025.0,0.0,-10.0,1238.0,0.0,52.0,83.0,73.0,363.0,2018,1,1,24,3,DL,DL_CODESHARE,19790,DL,3308,9E,20363,9E,N819AY,3308,11612,1161206,31612,"Evansville, IN",IN,18,Indiana,42,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,0.0,-1.0,1000-1059,10.0,1035.0,1227.0,11.0,1258,-20.0,0.0,-2.0,1200-1259,2,0.0
2018-01-25,Endeavor Air Inc.,EVV,DTW,false,false,1035,1048.0,13.0,13.0,1310.0,12.0,62.0,83.0,82.0,363.0,2018,1,1,25,4,DL,DL_CODESHARE,19790,DL,3308,9E,20363,9E,N980EV,3308,11612,1161206,31612,"Evansville, IN",IN,18,Indiana,42,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,0.0,0.0,1000-1059,13.0,1101.0,1303.0,7.0,1258,12.0,0.0,0.0,1200-1259,2,0.0
2018-01-26,Endeavor Air Inc.,EVV,DTW,false,false,1035,1019.0,0.0,-16.0,1228.0,0.0,53.0,83.0,69.0,363.0,2018,1,1,26,5,DL,DL_CODESHARE,19790,DL,3308,9E,20363,9E,N686BR,3308,11612,1161206,31612,"Evansville, IN",IN,18,Indiana,42,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,0.0,-2.0,1000-1059,8.0,1027.0,1220.0,8.0,1258,-30.0,0.0,-2.0,1200-1259,2,0.0
2018-01-29,Endeavor Air Inc.,EVV,DTW,false,false,1035,1113.0,38.0,38.0,1405.0,67.0,70.0,83.0,112.0,363.0,2018,1,1,29,1,DL,DL_CODESHARE,19790,DL,3308,9E,20363,9E,N8883E,3308,11612,1161206,31612,"Evansville, IN",IN,18,Indiana,42,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,1.0,2.0,1000-1059,32.0,1145.0,1355.0,10.0,1258,67.0,1.0,4.0,1200-1259,2,0.0
2018-01-30,Endeavor Air Inc.,EVV,DTW,false,false,1035,1049.0,14.0,14.0,1303.0,5.0,56.0,83.0,74.0,363.0,2018,1,1,30,2,DL,DL_CODESHARE,19790,DL,3308,9E,20363,9E,N819AY,3308,11612,1161206,31612,"Evansville, IN",IN,18,Indiana,42,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,0.0,0.0,1000-1059,9.0,1058.0,1254.0,9.0,1258,5.0,0.0,0.0,1200-1259,2,0.0
2018-01-31,Endeavor Air Inc.,EVV,DTW,false,false,1035,1126.0,51.0,51.0,1338.0,40.0,53.0,83.0,72.0,363.0,2018,1,1,31,3,DL,DL_CODESHARE,19790,DL,3308,9E,20363,9E,N8869B,3308,11612,1161206,31612,"Evansville, IN",IN,18,Indiana,42,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,1.0,3.0,1000-1059,12.0,1138.0,1331.0,7.0,1258,40.0,1.0,2.0,1200-1259,2,0.0
2018-01-06,Endeavor Air Inc.,IND,MSP,false,false,1330,1411.0,41.0,41.0,1453.0,28.0,85.0,115.0,102.0,503.0,2018,1,1,6,6,DL,DL_CODESHARE,19790,DL,3308,9E,20363,9E,N920XJ,3308,12339,1233904,32337,"Indianapolis, IN",IN,18,Indiana,42,13487,1348702,31650,"Minneapolis, MN",MN,27,Minnesota,63,1.0,2.0,1300-1359,14.0,1425.0,1450.0,3.0,1425,28.0,1.0,1.0,1400-1459,3,0.0
2018-01-07,Endeavor Air Inc.,IND,MSP,false,false,930,926.0,0.0,-4.0,1007.0,0.0,87.0,120.0,101.0,503.0,2018,1,1,7,7,DL,DL_CODESHARE,19790,DL,3308,9E,20363,9E,N915XJ,3308,12339,1233904,32337,"Indianapolis, IN",IN,18,Indiana,42,13487,1348702,31650,"Minneapolis, MN",MN,27,Minnesota,63,0.0,-1.0,0900-0959,10.0,936.0,1003.0,4.0,1030,-23.0,0.0,-2.0,1000-1059,3,0.0
2018-01-13,Endeavor Air Inc.,IND,MSP,false,false,1330,1331.0,1.0,1.0,1411.0,0.0,80.0,115.0,100.0,503.0,2018,1,1,13,6,DL,DL_CODESHARE,19790,DL,3308,9E,20363,9E,N302PQ,3308,12339,1233904,32337,"Indianapolis, IN",IN,18,Indiana,42,13487,1348702,31650,"Minneapolis, MN",MN,27,Minnesota,63,0.0,0.0,1300-1359,15.0,1346.0,1406.0,5.0,1425,-14.0,0.0,-1.0,1400-1459,3,0.0
2018-01-20,Endeavor Air Inc.,IND,MSP,false,false,1330,1325.0,0.0,-5.0,1411.0,0.0,86.0,115.0,106.0,503.0,2018,1,1,20,6,DL,DL_CODESHARE,19790,DL,3308,9E,20363,9E,N917XJ,3308,12339,1233904,32337,"Indianapolis, IN",IN,18,Indiana,42,13487,1348702,31650,"Minneapolis, MN",MN,27,Minnesota,63,0.0,-1.0,1300-1359,15.0,1340.0,1406.0,5.0,1425,-14.0,0.0,-1.0,1400-1459,3,0.0
2018-01-21,Endeavor Air Inc.,IND,MSP,false,false,930,919.0,0.0,-11.0,959.0,0.0,86.0,120.0,100.0,503.0,2018,1,1,21,7,DL,DL_CODESHARE,19790,DL,3308,9E,20363,9E,N314PQ,3308,12339,1233904,32337,"Indianapolis, IN",IN,18,Indiana,42,13487,1348702,31650,"Minneapolis, MN",MN,27,Minnesota,63,0.0,-1.0,0900-0959,11.0,930.0,956.0,3.0,1030,-31.0,0.0,-2.0,1000-1059,3,0.0
2018-01-27,Endeavor Air Inc.,IND,MSP,false,false,1330,1324.0,0.0,-6.0,1357.0,0.0,79.0,115.0,93.0,503.0,2018,1,1,27,6,DL,DL_CODESHARE,19790,DL,3308,9E,20363,9E,N331PQ,3308,12339,1233904,32337,"Indianapolis, IN",IN,18,Indiana,42,13487,1348702,31650,"Minneapolis, MN",MN,27,Minnesota,63,0.0,-1.0,1300-1359,10.0,1334.0,1353.0,4.0,1425,-28.0,0.0,-2.0,1400-1459,3,0.0
2018-01-28,Endeavor Air Inc.,IND,MSP,false,false,930,919.0,0.0,-11.0,1003.0,0.0,78.0,120.0,104.0,503.0,2018,1,1,28,7,DL,DL_CODESHARE,19790,DL,3308,9E,20363,9E,N600LR,3308,12339,1233904,32337,"Indianapolis, IN",IN,18,Indiana,42,13487,1348702,31650,"Minneapolis, MN",MN,27,Minnesota,63,0.0,-1.0,0900-0959,20.0,939.0,957.0,6.0,1030,-27.0,0.0,-2.0,1000-1059,3,0.0
2018-01-02,Endeavor Air Inc.,LGA,PWM,false,false,1940,1935.0,0.0,-5.0,2036.0,0.0,45.0,93.0,61.0,269.0,2018,1,1,2,2,DL,DL_CODESHARE,19790,DL,3308,9E,20363,9E,N336PQ,3308,12953,1295304,31703,"New York, NY",NY,36,New York,22,14321,1432105,34321,"Portland, ME",ME,23,Maine,12,0.0,-1.0,1900-1959,13.0,1948.0,2033.0,3.0,2113,-37.0,0.0,-2.0,2100-2159,2,0.0
2018-01-14,Endeavor Air Inc.,MSP,AZO,false,false,1929,2004.0,35.0,35.0,2333.0,86.0,62.0,98.0,149.0,426.0,2018,1,1,14,7,DL,DL_CODESHARE,19790,DL,3308,9E,20363,9E,N186PQ,3308,13487,1348702,31650,"Minneapolis, MN",MN,27,Minnesota,63,10469,1046902,30469,"Kalamazoo, MI",MI,26,Michigan,43,1.0,2.0,1900-1959,82.0,2126.0,2328.0,5.0,2207,86.0,1.0,5.0,2200-2259,2,0.0
2018-01-03,Endeavor Air Inc.,RDU,CVG,false,false,1210,1203.0,0.0,-7.0,1346.0,0.0,70.0,107.0,103.0,390.0,2018,1,1,3,3,DL,DL_CODESHARE,19790,DL,3308,9E,20363,9E,N980EV,3308,14492,1449202,34492,"Raleigh/Durham, NC",NC,37,North Carolina,36,11193,1119302,33105,"Cincinnati, OH",KY,21,Kentucky,52,0.0,-1.0,1200-1259,28.0,1231.0,1341.0,5.0,1357,-11.0,0.0,-1.0,1300-1359,2,0.0
2018-01-04,Endeavor Air Inc.,RDU,CVG,false,false,1210,1234.0,24.0,24.0,1359.0,2.0,69.0,107.0,85.0,390.0,2018,1,1,4,4,DL,DL_CODESHARE,19790,DL,3308,9E,20363,9E,N840AY,3308,14492,1449202,34492,"Raleigh/Durham, NC",NC,37,North Carolina,36,11193,1119302,33105,"Cincinnati, OH",KY,21,Kentucky,52,1.0,1.0,1200-1259,12.0,1246.0,1355.0,4.0,1357,2.0,0.0,0.0,1300-1359,2,0.0
2018-01-01,Endeavor Air Inc.,ATL,TRI,false,false,1006,1005.0,0.0,-1.0,1220.0,60.0,38.0,74.0,135.0,227.0,2018,1,1,1,1,DL,DL_CODESHARE,19790,DL,3309,9E,20363,9E,N8775A,3309,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,15323,1532305,35323,"Bristol/Johnson City/Kingsport, TN",TN,47,Tennessee,54,0.0,-1.0,1000-1059,95.0,1140.0,1218.0,2.0,1120,60.0,1.0,4.0,1100-1159,1,0.0
2018-01-20,Endeavor Air Inc.,CLE,LGA,false,false,1330,1328.0,0.0,-2.0,1456.0,0.0,69.0,100.0,88.0,419.0,2018,1,1,20,6,DL,DL_CODESHARE,19790,DL,3309,9E,20363,9E,N303PQ,3309,11042,1104205,30647,"Cleveland, OH",OH,39,Ohio,44,12953,1295304,31703,"New York, NY",NY,36,New York,22,0.0,-1.0,1300-1359,14.0,1342.0,1451.0,5.0,1510,-14.0,0.0,-1.0,1500-1559,2,0.0
2018-01-27,Endeavor Air Inc.,CLE,LGA,false,false,1330,1318.0,0.0,-12.0,1454.0,0.0,71.0,100.0,96.0,419.0,2018,1,1,27,6,DL,DL_CODESHARE,19790,DL,3309,9E,20363,9E,N935XJ,3309,11042,1104205,30647,"Cleveland, OH",OH,39,Ohio,44,12953,1295304,31703,"New York, NY",NY,36,New York,22,0.0,-1.0,1300-1359,19.0,1337.0,1448.0,6.0,1510,-16.0,0.0,-2.0,1500-1559,2,0.0
2018-01-02,Endeavor Air Inc.,DTW,LGA,false,false,1733,1747.0,14.0,14.0,1926.0,0.0,78.0,124.0,99.0,502.0,2018,1,1,2,2,DL,DL_CODESHARE,19790,DL,3309,9E,20363,9E,N298PQ,3309,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,12953,1295304,31703,"New York, NY",NY,36,New York,22,0.0,0.0,1700-1759,12.0,1759.0,1917.0,9.0,1937,-11.0,0.0,-1.0,1900-1959,3,0.0
2018-01-07,Endeavor Air Inc.,DTW,PIA,false,false,1005,955.0,0.0,-10.0,1018.0,0.0,58.0,99.0,83.0,346.0,2018,1,1,7,7,DL,DL_CODESHARE,19790,DL,3309,9E,20363,9E,N8886A,3309,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,14108,1410803,34108,"Peoria, IL",IL,17,Illinois,41,0.0,-1.0,1000-1059,22.0,1017.0,1015.0,3.0,1044,-26.0,0.0,-2.0,1000-1059,2,0.0
2018-01-08,Endeavor Air Inc.,DTW,PIA,true,false,1005,,,,,,,99.0,,346.0,2018,1,1,8,1,DL,DL_CODESHARE,19790,DL,3309,9E,20363,9E,N8694A,3309,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,14108,1410803,34108,"Peoria, IL",IL,17,Illinois,41,,,1000-1059,,,,,1044,,,,1000-1059,2,0.0
2018-01-09,Endeavor Air Inc.,DTW,PIA,false,false,1005,1151.0,106.0,106.0,1227.0,103.0,64.0,99.0,96.0,346.0,2018,1,1,9,2,DL,DL_CODESHARE,19790,DL,3309,9E,20363,9E,N8946A,3309,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,14108,1410803,34108,"Peoria, IL",IL,17,Illinois,41,1.0,7.0,1000-1059,27.0,1218.0,1222.0,5.0,1044,103.0,1.0,6.0,1000-1059,2,0.0
2018-01-10,Endeavor Air Inc.,DTW,PIA,false,false,1005,1210.0,125.0,125.0,1243.0,119.0,70.0,99.0,93.0,346.0,2018,1,1,10,3,DL,DL_CODESHARE,19790,DL,3309,9E,20363,9E,N8688C,3309,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,14108,1410803,34108,"Peoria, IL",IL,17,Illinois,41,1.0,8.0,1000-1059,21.0,1231.0,1241.0,2.0,1044,119.0,1.0,7.0,1000-1059,2,0.0
2018-01-11,Endeavor Air Inc.,DTW,PIA,false,false,1005,1127.0,82.0,82.0,1149.0,65.0,61.0,99.0,82.0,346.0,2018,1,1,11,4,DL,DL_CODESHARE,19790,DL,3309,9E,20363,9E,N832AY,3309,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,14108,1410803,34108,"Peoria, IL",IL,17,Illinois,41,1.0,5.0,1000-1059,18.0,1145.0,1146.0,3.0,1044,65.0,1.0,4.0,1000-1059,2,0.0
2018-01-12,Endeavor Air Inc.,DTW,PIA,false,false,1005,1002.0,0.0,-3.0,1113.0,29.0,60.0,99.0,131.0,346.0,2018,1,1,12,5,DL,DL_CODESHARE,19790,DL,3309,9E,20363,9E,N819AY,3309,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,14108,1410803,34108,"Peoria, IL",IL,17,Illinois,41,0.0,-1.0,1000-1059,68.0,1110.0,1110.0,3.0,1044,29.0,1.0,1.0,1000-1059,2,0.0
