FlightDate,Airline,Origin,Dest,Cancelled,Diverted,CRSDepTime,DepTime,DepDelayMinutes,DepDelay,ArrTime,ArrDelayMinutes,AirTime,CRSElapsedTime,ActualElapsedTime,Distance,Year,Quarter,Month,DayofMonth,DayOfWeek,Marketing_Airline_Network,Operated_or_Branded_Code_Share_Partners,DOT_ID_Marketing_Airline,IATA_Code_Marketing_Airline,Flight_Number_Marketing_Airline,Operating_Airline,DOT_ID_Operating_Airline,IATA_Code_Operating_Airline,Tail_Number,Flight_Number_Operating_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,DestCityName,DestState,DestStateFips,DestStateName,DestWac,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrDelay,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,DistanceGroup,DivAirportLandings
2018-01-27,Endeavor Air Inc.,ATL,PIA,false,false,1215,1203.0,0.0,-12.0,1244.0,0.0,82.0,114.0,101.0,565.0,2018,1,1,27,6,DL,DL_CODESHARE,19790,DL,3305,9E,20363,9E,N836AY,3305,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,14108,1410803,34108,"Peoria, IL",IL,17,Illinois,41,0.0,-1.0,1200-1259,12.0,1215.0,1237.0,7.0,1309,-25.0,0.0,-2.0,1300-1359,3,0.0
2018-01-29,Endeavor Air Inc.,ATL,PIA,false,false,1001,1002.0,1.0,1.0,1057.0,0.0,85.0,122.0,115.0,565.0,2018,1,1,29,1,DL,DL_CODESHARE,19790,DL,3305,9E,20363,9E,N8972E,3305,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,14108,1410803,34108,"Peoria, IL",IL,17,Illinois,41,0.0,0.0,1000-1059,26.0,1028.0,1053.0,4.0,1103,-6.0,0.0,-1.0,1100-1159,3,0.0
2018-01-30,Endeavor Air Inc.,ATL,PIA,false,false,1001,950.0,0.0,-11.0,1100.0,0.0,91.0,122.0,130.0,565.0,2018,1,1,30,2,DL,DL_CODESHARE,19790,DL,3305,9E,20363,9E,N8896A,3305,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,14108,1410803,34108,"Peoria, IL",IL,17,Illinois,41,0.0,-1.0,1000-1059,27.0,1017.0,1048.0,12.0,1103,-3.0,0.0,-1.0,1100-1159,3,0.0
2018-01-31,Endeavor Air Inc.,ATL,PIA,false,false,1001,953.0,0.0,-8.0,1042.0,0.0,89.0,122.0,109.0,565.0,2018,1,1,31,3,DL,DL_CODESHARE,19790,DL,3305,9E,20363,9E,N835AY,3305,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,14108,1410803,34108,"Peoria, IL",IL,17,Illinois,41,0.0,-1.0,1000-1059,12.0,1005.0,1034.0,8.0,1103,-21.0,0.0,-2.0,1100-1159,3,0.0
2018-01-01,Endeavor Air Inc.,CWA,DTW,false,false,845,831.0,0.0,-14.0,1047.0,0.0,53.0,94.0,76.0,363.0,2018,1,1,1,1,DL,DL_CODESHARE,19790,DL,3305,9E,20363,9E,N8908D,3305,11203,1120302,30424,"Mosinee, WI",WI,55,Wisconsin,45,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,0.0,-1.0,0800-0859,12.0,843.0,1036.0,11.0,1119,-32.0,0.0,-2.0,1100-1159,2,0.0
2018-01-07,Endeavor Air Inc.,RDU,LGA,false,false,1000,953.0,0.0,-7.0,1132.0,0.0,65.0,106.0,99.0,431.0,2018,1,1,7,7,DL,DL_CODESHARE,19790,DL,3305,9E,20363,9E,N311PQ,3305,14492,1449202,34492,"Raleigh/Durham, NC",NC,37,North Carolina,36,12953,1295304,31703,"New York, NY",NY,36,New York,22,0.0,-1.0,1000-1059,21.0,1014.0,1119.0,13.0,1146,-14.0,0.0,-1.0,1100-1159,2,0.0
2018-01-21,Endeavor Air Inc.,RDU,LGA,false,false,1000,959.0,0.0,-1.0,1116.0,0.0,61.0,106.0,77.0,431.0,2018,1,1,21,7,DL,DL_CODESHARE,19790,DL,3305,9E,20363,9E,N604LR,3305,14492,1449202,34492,"Raleigh/Durham, NC",NC,37,North Carolina,36,12953,1295304,31703,"New York, NY",NY,36,New York,22,0.0,-1.0,1000-1059,11.0,1010.0,1111.0,5.0,1146,-30.0,0.0,-2.0,1100-1159,2,0.0
2018-01-28,Endeavor Air Inc.,RDU,LGA,false,false,1000,1009.0,9.0,9.0,1140.0,0.0,60.0,106.0,91.0,431.0,2018,1,1,28,7,DL,DL_CODESHARE,19790,DL,3305,9E,20363,9E,N336PQ,3305,14492,1449202,34492,"Raleigh/Durham, NC",NC,37,North Carolina,36,12953,1295304,31703,"New York, NY",NY,36,New York,22,0.0,0.0,1000-1059,22.0,1031.0,1131.0,9.0,1146,-6.0,0.0,-1.0,1100-1159,2,0.0
2018-01-01,Endeavor Air Inc.,ATL,IAH,false,false,1151,1412.0,141.0,141.0,1546.0,152.0,115.0,143.0,154.0,689.0,2018,1,1,1,1,DL,DL_CODESHARE,19790,DL,3306,9E,20363,9E,N917XJ,3306,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,1.0,9.0,1100-1159,15.0,1427.0,1522.0,24.0,1314,152.0,1.0,10.0,1300-1359,3,0.0
2018-01-02,Endeavor Air Inc.,AUS,MSP,false,false,1837,1834.0,0.0,-3.0,2138.0,13.0,152.0,168.0,184.0,1042.0,2018,1,1,2,2,DL,DL_CODESHARE,19790,DL,3306,9E,20363,9E,N901XJ,3306,10423,1042302,30423,"Austin, TX",TX,48,Texas,74,13487,1348702,31650,"Minneapolis, MN",MN,27,Minnesota,63,0.0,-1.0,1800-1859,24.0,1858.0,2130.0,8.0,2125,13.0,0.0,0.0,2100-2159,5,0.0
2018-01-03,Endeavor Air Inc.,CSG,ATL,false,false,615,615.0,,,650.0,0.0,20.0,56.0,35.0,83.0,2018,1,1,3,3,DL,DL_CODESHARE,19790,DL,3306,9E,20363,9E,N836AY,3306,11150,1115005,31150,"Columbus, GA",GA,13,Georgia,34,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,,,0600-0659,11.0,626.0,646.0,4.0,711,-21.0,0.0,-2.0,0700-0759,1,0.0
2018-01-04,Endeavor Air Inc.,CSG,ATL,false,false,615,611.0,0.0,-4.0,700.0,0.0,25.0,56.0,49.0,83.0,2018,1,1,4,4,DL,DL_CODESHARE,19790,DL,3306,9E,20363,9E,N981EV,3306,11150,1115005,31150,"Columbus, GA",GA,13,Georgia,34,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0.0,-1.0,0600-0659,12.0,623.0,648.0,12.0,711,-11.0,0.0,-1.0,0700-0759,1,0.0
2018-01-05,Endeavor Air Inc.,CSG,ATL,false,false,615,603.0,0.0,-12.0,654.0,0.0,28.0,56.0,51.0,83.0,2018,1,1,5,5,DL,DL_CODESHARE,19790,DL,3306,9E,20363,9E,N8972E,3306,11150,1115005,31150,"Columbus, GA",GA,13,Georgia,34,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0.0,-1.0,0600-0659,15.0,618.0,646.0,8.0,711,-17.0,0.0,-2.0,0700-0759,1,0.0
2018-01-06,Endeavor Air Inc.,CSG,ATL,false,false,615,610.0,0.0,-5.0,655.0,0.0,21.0,55.0,45.0,83.0,2018,1,1,6,6,DL,DL_CODESHARE,19790,DL,3306,9E,20363,9E,N8894A,3306,11150,1115005,31150,"Columbus, GA",GA,13,Georgia,34,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0.0,-1.0,0600-0659,11.0,621.0,642.0,13.0,710,-15.0,0.0,-1.0,0700-0759,1,0.0
2018-01-07,Endeavor Air Inc.,CSG,ATL,false,false,615,926.0,191.0,191.0,1004.0,173.0,23.0,56.0,38.0,83.0,2018,1,1,7,7,DL,DL_CODESHARE,19790,DL,3306,9E,20363,9E,N8976E,3306,11150,1115005,31150,"Columbus, GA",GA,13,Georgia,34,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,1.0,12.0,0600-0659,10.0,936.0,959.0,5.0,711,173.0,1.0,11.0,0700-0759,1,0.0
2018-01-08,Endeavor Air Inc.,CSG,ATL,false,false,615,609.0,0.0,-6.0,655.0,0.0,19.0,56.0,46.0,83.0,2018,1,1,8,1,DL,DL_CODESHARE,19790,DL,3306,9E,20363,9E,N836AY,3306,11150,1115005,31150,"Columbus, GA",GA,13,Georgia,34,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0.0,-1.0,0600-0659,13.0,622.0,641.0,14.0,711,-16.0,0.0,-2.0,0700-0759,1,0.0
2018-01-09,Endeavor Air Inc.,CSG,ATL,false,false,615,610.0,0.0,-5.0,702.0,0.0,22.0,56.0,52.0,83.0,2018,1,1,9,2,DL,DL_CODESHARE,19790,DL,3306,9E,20363,9E,N8847A,3306,11150,1115005,31150,"Columbus, GA",GA,13,Georgia,34,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0.0,-1.0,0600-0659,13.0,623.0,645.0,17.0,711,-9.0,0.0,-1.0,0700-0759,1,0.0
2018-01-10,Endeavor Air Inc.,CSG,ATL,false,false,615,607.0,0.0,-8.0,650.0,0.0,22.0,56.0,43.0,83.0,2018,1,1,10,3,DL,DL_CODESHARE,19790,DL,3306,9E,20363,9E,N8970D,3306,11150,1115005,31150,"Columbus, GA",GA,13,Georgia,34,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0.0,-1.0,0600-0659,11.0,618.0,640.0,10.0,711,-21.0,0.0,-2.0,0700-0759,1,0.0
2018-01-11,Endeavor Air Inc.,CSG,ATL,false,false,615,605.0,0.0,-10.0,702.0,0.0,22.0,56.0,57.0,83.0,2018,1,1,11,4,DL,DL_CODESHARE,19790,DL,3306,9E,20363,9E,N8694A,3306,11150,1115005,31150,"Columbus, GA",GA,13,Georgia,34,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0.0,-1.0,0600-0659,10.0,615.0,637.0,25.0,711,-9.0,0.0,-1.0,0700-0759,1,0.0
2018-01-12,Endeavor Air Inc.,CSG,ATL,false,false,615,614.0,0.0,-1.0,715.0,4.0,22.0,56.0,61.0,83.0,2018,1,1,12,5,DL,DL_CODESHARE,19790,DL,3306,9E,20363,9E,N8783E,3306,11150,1115005,31150,"Columbus, GA",GA,13,Georgia,34,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0.0,-1.0,0600-0659,30.0,644.0,706.0,9.0,711,4.0,0.0,0.0,0700-0759,1,0.0
2018-01-13,Endeavor Air Inc.,CSG,ATL,false,false,615,608.0,0.0,-7.0,713.0,3.0,30.0,55.0,65.0,83.0,2018,1,1,13,6,DL,DL_CODESHARE,19790,DL,3306,9E,20363,9E,N8775A,3306,11150,1115005,31150,"Columbus, GA",GA,13,Georgia,34,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0.0,-1.0,0600-0659,32.0,640.0,710.0,3.0,710,3.0,0.0,0.0,0700-0759,1,0.0
2018-01-14,Endeavor Air Inc.,CSG,ATL,false,false,615,608.0,0.0,-7.0,718.0,7.0,27.0,56.0,70.0,83.0,2018,1,1,14,7,DL,DL_CODESHARE,19790,DL,3306,9E,20363,9E,N8888D,3306,11150,1115005,31150,"Columbus, GA",GA,13,Georgia,34,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0.0,-1.0,0600-0659,37.0,645.0,712.0,6.0,711,7.0,0.0,0.0,0700-0759,1,0.0
2018-01-15,Endeavor Air Inc.,CSG,ATL,false,false,615,625.0,10.0,10.0,704.0,0.0,22.0,56.0,39.0,83.0,2018,1,1,15,1,DL,DL_CODESHARE,19790,DL,3306,9E,20363,9E,N832AY,3306,11150,1115005,31150,"Columbus, GA",GA,13,Georgia,34,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0.0,0.0,0600-0659,9.0,634.0,656.0,8.0,711,-7.0,0.0,-1.0,0700-0759,1,0.0
2018-01-16,Endeavor Air Inc.,CSG,ATL,false,false,615,608.0,0.0,-7.0,743.0,32.0,28.0,56.0,95.0,83.0,2018,1,1,16,2,DL,DL_CODESHARE,19790,DL,3306,9E,20363,9E,N8970D,3306,11150,1115005,31150,"Columbus, GA",GA,13,Georgia,34,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0.0,-1.0,0600-0659,60.0,708.0,736.0,7.0,711,32.0,1.0,2.0,0700-0759,1,0.0
2018-01-17,Endeavor Air Inc.,CSG,ATL,false,false,615,1134.0,319.0,319.0,1313.0,362.0,30.0,56.0,99.0,83.0,2018,1,1,17,3,DL,DL_CODESHARE,19790,DL,3306,9E,20363,9E,N8721B,3306,11150,1115005,31150,"Columbus, GA",GA,13,Georgia,34,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,1.0,12.0,0600-0659,61.0,1235.0,1305.0,8.0,711,362.0,1.0,12.0,0700-0759,1,0.0
2018-01-18,Endeavor Air Inc.,CSG,ATL,false,false,615,700.0,45.0,45.0,822.0,71.0,27.0,56.0,82.0,83.0,2018,1,1,18,4,DL,DL_CODESHARE,19790,DL,3306,9E,20363,9E,N820AY,3306,11150,1115005,31150,"Columbus, GA",GA,13,Georgia,34,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,1.0,3.0,0600-0659,48.0,748.0,815.0,7.0,711,71.0,1.0,4.0,0700-0759,1,0.0
2018-01-19,Endeavor Air Inc.,CSG,ATL,false,false,615,611.0,0.0,-4.0,719.0,8.0,25.0,56.0,68.0,83.0,2018,1,1,19,5,DL,DL_CODESHARE,19790,DL,3306,9E,20363,9E,N8976E,3306,11150,1115005,31150,"Columbus, GA",GA,13,Georgia,34,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0.0,-1.0,0600-0659,38.0,649.0,714.0,5.0,711,8.0,0.0,0.0,0700-0759,1,0.0
2018-01-20,Endeavor Air Inc.,CSG,ATL,false,false,615,612.0,0.0,-3.0,716.0,6.0,28.0,55.0,64.0,83.0,2018,1,1,20,6,DL,DL_CODESHARE,19790,DL,3306,9E,20363,9E,N834AY,3306,11150,1115005,31150,"Columbus, GA",GA,13,Georgia,34,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0.0,-1.0,0600-0659,32.0,644.0,712.0,4.0,710,6.0,0.0,0.0,0700-0759,1,0.0
2018-01-21,Endeavor Air Inc.,CSG,ATL,false,false,615,606.0,0.0,-9.0,656.0,0.0,26.0,56.0,50.0,83.0,2018,1,1,21,7,DL,DL_CODESHARE,19790,DL,3306,9E,20363,9E,N8721B,3306,11150,1115005,31150,"Columbus, GA",GA,13,Georgia,34,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0.0,-1.0,0600-0659,19.0,625.0,651.0,5.0,711,-15.0,0.0,-1.0,0700-0759,1,0.0
2018-01-22,Endeavor Air Inc.,CSG,ATL,false,false,615,613.0,0.0,-2.0,650.0,0.0,19.0,56.0,37.0,83.0,2018,1,1,22,1,DL,DL_CODESHARE,19790,DL,3306,9E,20363,9E,N8869B,3306,11150,1115005,31150,"Columbus, GA",GA,13,Georgia,34,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0.0,-1.0,0600-0659,9.0,622.0,641.0,9.0,711,-21.0,0.0,-2.0,0700-0759,1,0.0
2018-01-23,Endeavor Air Inc.,CSG,ATL,false,false,615,606.0,0.0,-9.0,656.0,0.0,24.0,56.0,50.0,83.0,2018,1,1,23,2,DL,DL_CODESHARE,19790,DL,3306,9E,20363,9E,N8972E,3306,11150,1115005,31150,"Columbus, GA",GA,13,Georgia,34,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0.0,-1.0,0600-0659,15.0,621.0,645.0,11.0,711,-15.0,0.0,-1.0,0700-0759,1,0.0
2018-01-24,Endeavor Air Inc.,CSG,ATL,false,false,615,610.0,0.0,-5.0,701.0,0.0,23.0,56.0,51.0,83.0,2018,1,1,24,3,DL,DL_CODESHARE,19790,DL,3306,9E,20363,9E,N820AY,3306,11150,1115005,31150,"Columbus, GA",GA,13,Georgia,34,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0.0,-1.0,0600-0659,20.0,630.0,653.0,8.0,711,-10.0,0.0,-1.0,0700-0759,1,0.0
2018-01-25,Endeavor Air Inc.,CSG,ATL,false,false,615,608.0,0.0,-7.0,709.0,0.0,25.0,56.0,61.0,83.0,2018,1,1,25,4,DL,DL_CODESHARE,19790,DL,3306,9E,20363,9E,N8721B,3306,11150,1115005,31150,"Columbus, GA",GA,13,Georgia,34,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0.0,-1.0,0600-0659,31.0,639.0,704.0,5.0,711,-2.0,0.0,-1.0,0700-0759,1,0.0
2018-01-26,Endeavor Air Inc.,CSG,ATL,false,false,615,605.0,0.0,-10.0,647.0,0.0,22.0,56.0,42.0,83.0,2018,1,1,26,5,DL,DL_CODESHARE,19790,DL,3306,9E,20363,9E,N8918B,3306,11150,1115005,31150,"Columbus, GA",GA,13,Georgia,34,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0.0,-1.0,0600-0659,14.0,619.0,641.0,6.0,711,-24.0,0.0,-2.0,0700-0759,1,0.0
2018-01-27,Endeavor Air Inc.,CSG,ATL,false,false,615,606.0,0.0,-9.0,646.0,0.0,19.0,55.0,40.0,83.0,2018,1,1,27,6,DL,DL_CODESHARE,19790,DL,3306,9E,20363,9E,N8837B,3306,11150,1115005,31150,"Columbus, GA",GA,13,Georgia,34,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0.0,-1.0,0600-0659,16.0,622.0,641.0,5.0,710,-24.0,0.0,-2.0,0700-0759,1,0.0
2018-01-28,Endeavor Air Inc.,CSG,ATL,false,false,615,605.0,0.0,-10.0,652.0,0.0,20.0,56.0,47.0,83.0,2018,1,1,28,7,DL,DL_CODESHARE,19790,DL,3306,9E,20363,9E,N8688C,3306,11150,1115005,31150,"Columbus, GA",GA,13,Georgia,34,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0.0,-1.0,0600-0659,15.0,620.0,640.0,12.0,711,-19.0,0.0,-2.0,0700-0759,1,0.0
2018-01-29,Endeavor Air Inc.,CSG,ATL,false,false,615,603.0,0.0,-12.0,650.0,0.0,25.0,56.0,47.0,83.0,2018,1,1,29,1,DL,DL_CODESHARE,19790,DL,3306,9E,20363,9E,N927EV,3306,11150,1115005,31150,"Columbus, GA",GA,13,Georgia,34,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0.0,-1.0,0600-0659,16.0,619.0,644.0,6.0,711,-21.0,0.0,-2.0,0700-0759,1,0.0
2018-01-30,Endeavor Air Inc.,CSG,ATL,false,false,615,602.0,0.0,-13.0,651.0,0.0,25.0,56.0,49.0,83.0,2018,1,1,30,2,DL,DL_CODESHARE,19790,DL,3306,9E,20363,9E,N8896A,3306,11150,1115005,31150,"Columbus, GA",GA,13,Georgia,34,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0.0,-1.0,0600-0659,12.0,614.0,639.0,12.0,711,-20.0,0.0,-2.0,0700-0759,1,0.0
2018-01-31,Endeavor Air Inc.,CSG,ATL,false,false,615,605.0,0.0,-10.0,714.0,3.0,20.0,56.0,69.0,83.0,2018,1,1,31,3,DL,DL_CODESHARE,19790,DL,3306,9E,20363,9E,N834AY,3306,11150,1115005,31150,"Columbus, GA",GA,13,Georgia,34,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0.0,-1.0,0600-0659,43.0,648.0,708.0,6.0,711,3.0,0.0,0.0,0700-0759,1,0.0
2018-01-03,Endeavor Air Inc.,ATL,EWN,true,false,1951,,,,,,,89.0,,433.0,2018,1,1,3,3,DL,DL_CODESHARE,19790,DL,3307,9E,20363,9E,N8869B,3307,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,11617,1161708,31617,"New Bern/Morehead/Beaufort, NC",NC,37,North Carolina,36,,,1900-1959,,,,,2120,,,,2100-2159,2,0.0
2018-01-04,Endeavor Air Inc.,ATL,EWN,true,false,1951,,,,,,,89.0,,433.0,2018,1,1,4,4,DL,DL_CODESHARE,19790,DL,3307,9E,20363,9E,N8883E,3307,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,11617,1161708,31617,"New Bern/Morehead/Beaufort, NC",NC,37,North Carolina,36,,,1900-1959,,,,,2120,,,,2100-2159,2,0.0
2018-01-05,Endeavor Air Inc.,ATL,EWN,false,false,1951,1945.0,0.0,-6.0,2105.0,0.0,57.0,89.0,80.0,433.0,2018,1,1,5,5,DL,DL_CODESHARE,19790,DL,3307,9E,20363,9E,N8970D,3307,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,11617,1161708,31617,"New Bern/Morehead/Beaufort, NC",NC,37,North Carolina,36,0.0,-1.0,1900-1959,21.0,2006.0,2103.0,2.0,2120,-15.0,0.0,-1.0,2100-2159,2,0.0
2018-01-06,Endeavor Air Inc.,ATL,EWN,false,false,1951,1939.0,0.0,-12.0,2100.0,0.0,62.0,87.0,81.0,433.0,2018,1,1,6,6,DL,DL_CODESHARE,19790,DL,3307,9E,20363,9E,N8928A,3307,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,11617,1161708,31617,"New Bern/Morehead/Beaufort, NC",NC,37,North Carolina,36,0.0,-1.0,1900-1959,17.0,1956.0,2058.0,2.0,2118,-18.0,0.0,-2.0,2100-2159,2,0.0
2018-01-07,Endeavor Air Inc.,ATL,EWN,false,false,1951,1953.0,2.0,2.0,2115.0,0.0,62.0,89.0,82.0,433.0,2018,1,1,7,7,DL,DL_CODESHARE,19790,DL,3307,9E,20363,9E,N8972E,3307,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,11617,1161708,31617,"New Bern/Morehead/Beaufort, NC",NC,37,North Carolina,36,0.0,0.0,1900-1959,18.0,2011.0,2113.0,2.0,2120,-5.0,0.0,-1.0,2100-2159,2,0.0
2018-01-08,Endeavor Air Inc.,ATL,EWN,false,false,1951,2016.0,25.0,25.0,2138.0,18.0,57.0,89.0,82.0,433.0,2018,1,1,8,1,DL,DL_CODESHARE,19790,DL,3307,9E,20363,9E,N8891A,3307,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,11617,1161708,31617,"New Bern/Morehead/Beaufort, NC",NC,37,North Carolina,36,1.0,1.0,1900-1959,23.0,2039.0,2136.0,2.0,2120,18.0,1.0,1.0,2100-2159,2,0.0
2018-01-09,Endeavor Air Inc.,ATL,EWN,false,false,1951,1944.0,0.0,-7.0,2114.0,0.0,61.0,89.0,90.0,433.0,2018,1,1,9,2,DL,DL_CODESHARE,19790,DL,3307,9E,20363,9E,N8891A,3307,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,11617,1161708,31617,"New Bern/Morehead/Beaufort, NC",NC,37,North Carolina,36,0.0,-1.0,1900-1959,27.0,2011.0,2112.0,2.0,2120,-6.0,0.0,-1.0,2100-2159,2,0.0
2018-01-10,Endeavor Air Inc.,ATL,EWN,false,false,1951,1958.0,7.0,7.0,2126.0,6.0,60.0,89.0,88.0,433.0,2018,1,1,10,3,DL,DL_CODESHARE,19790,DL,3307,9E,20363,9E,N8688C,3307,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,11617,1161708,31617,"New Bern/Morehead/Beaufort, NC",NC,37,North Carolina,36,0.0,0.0,1900-1959,26.0,2024.0,2124.0,2.0,2120,6.0,0.0,0.0,2100-2159,2,0.0
2018-01-11,Endeavor Air Inc.,ATL,EWN,false,false,1951,1954.0,3.0,3.0,2136.0,16.0,61.0,89.0,102.0,433.0,2018,1,1,11,4,DL,DL_CODESHARE,19790,DL,3307,9E,20363,9E,N8694A,3307,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,11617,1161708,31617,"New Bern/Morehead/Beaufort, NC",NC,37,North Carolina,36,0.0,0.0,1900-1959,39.0,2033.0,2134.0,2.0,2120,16.0,1.0,1.0,2100-2159,2,0.0
2018-01-12,Endeavor Air Inc.,ATL,EWN,false,false,1951,1944.0,0.0,-7.0,2126.0,6.0,70.0,89.0,102.0,433.0,2018,1,1,12,5,DL,DL_CODESHARE,19790,DL,3307,9E,20363,9E,N8869B,3307,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,11617,1161708,31617,"New Bern/Morehead/Beaufort, NC",NC,37,North Carolina,36,0.0,-1.0,1900-1959,28.0,2012.0,2122.0,4.0,2120,6.0,0.0,0.0,2100-2159,2,0.0
2018-01-13,Endeavor Air Inc.,ATL,EWN,false,false,1951,1946.0,0.0,-5.0,2112.0,0.0,57.0,87.0,86.0,433.0,2018,1,1,13,6,DL,DL_CODESHARE,19790,DL,3307,9E,20363,9E,N8721B,3307,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,11617,1161708,31617,"New Bern/Morehead/Beaufort, NC",NC,37,North Carolina,36,0.0,-1.0,1900-1959,27.0,2013.0,2110.0,2.0,2118,-6.0,0.0,-1.0,2100-2159,2,0.0
2018-01-14,Endeavor Air Inc.,ATL,EWN,false,false,1951,1945.0,0.0,-6.0,2101.0,0.0,59.0,89.0,76.0,433.0,2018,1,1,14,7,DL,DL_CODESHARE,19790,DL,3307,9E,20363,9E,N836AY,3307,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,11617,1161708,31617,"New Bern/Morehead/Beaufort, NC",NC,37,North Carolina,36,0.0,-1.0,1900-1959,15.0,2000.0,2059.0,2.0,2120,-19.0,0.0,-2.0,2100-2159,2,0.0
2018-01-15,Endeavor Air Inc.,ATL,EWN,false,false,1951,1948.0,0.0,-3.0,2100.0,0.0,57.0,89.0,72.0,433.0,2018,1,1,15,1,DL,DL_CODESHARE,19790,DL,3307,9E,20363,9E,N8721B,3307,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,11617,1161708,31617,"New Bern/Morehead/Beaufort, NC",NC,37,North Carolina,36,0.0,-1.0,1900-1959,13.0,2001.0,2058.0,2.0,2120,-20.0,0.0,-2.0,2100-2159,2,0.0
2018-01-16,Endeavor Air Inc.,ATL,EWN,false,false,1951,1948.0,0.0,-3.0,2100.0,0.0,58.0,89.0,72.0,433.0,2018,1,1,16,2,DL,DL_CODESHARE,19790,DL,3307,9E,20363,9E,N8694A,3307,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,11617,1161708,31617,"New Bern/Morehead/Beaufort, NC",NC,37,North Carolina,36,0.0,-1.0,1900-1959,12.0,2000.0,2058.0,2.0,2120,-20.0,0.0,-2.0,2100-2159,2,0.0
2018-01-17,Endeavor Air Inc.,ATL,EWN,false,false,1951,2014.0,23.0,23.0,2132.0,12.0,62.0,89.0,78.0,433.0,2018,1,1,17,3,DL,DL_CODESHARE,19790,DL,3307,9E,20363,9E,N8721B,3307,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,11617,1161708,31617,"New Bern/Morehead/Beaufort, NC",NC,37,North Carolina,36,1.0,1.0,1900-1959,14.0,2028.0,2130.0,2.0,2120,12.0,0.0,0.0,2100-2159,2,0.0
2018-01-18,Endeavor Air Inc.,ATL,EWN,false,false,1951,2012.0,21.0,21.0,2143.0,23.0,63.0,89.0,91.0,433.0,2018,1,1,18,4,DL,DL_CODESHARE,19790,DL,3307,9E,20363,9E,N820AY,3307,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,11617,1161708,31617,"New Bern/Morehead/Beaufort, NC",NC,37,North Carolina,36,1.0,1.0,1900-1959,25.0,2037.0,2140.0,3.0,2120,23.0,1.0,1.0,2100-2159,2,0.0
